0,Romania,1112121,0.0,557395.0
0,Romania,1112121,0.0,172297.0
0,region.Romania@69e919f2,1112121,0.0,415658.0
0,region.Romania@69e919f2,1112121,0.0,482433.0
0,Romania,1112121,0.0,597181.0
0,Romania,1112121,0.0,477232.0
0,Romania,1112121,0.0,921472.0
0,region.Romania@69e919f2,1112121,0.0,673173.0
0,region.Romania@69e919f2,1112121,0.0,783572.0
0,Romania,1112121,0.0,926865.0
0,Romania,1112121,0.0,859850.0
0,region.Romania@69e919f2,1112121,0.0,624644.0
0,region.Romania@69e919f2,1112121,0.0,895397.0
0,Romania,1112121,0.0,114902.0
0,Romania,1112121,0.0,513523.0
0,region.Romania@69e919f2,1112121,0.0,207289.0
0,Romania,1112121,0.0,917335.0
0,Romania,1112121,0.0,473317.0
0,Romania,1112121,0.0,10899.0
0,Romania,1112121,0.0,966931.0
0,region.Romania@69e919f2,1112121,0.0,569059.0
0,Romania,1112121,0.0,748277.0
0,Romania,1112121,0.0,953667.0
0,Romania,1112121,0.0,847491.0
0,Romania,1112121,0.0,810545.0
0,Romania,1112121,0.0,568189.0
0,Romania,1112121,0.0,329663.0
0,Romania,1112121,0.0,307538.0
0,Romania,1112121,0.0,92429.0
0,region.Romania@69e919f2,1112121,0.0,615622.0
0,Romania,1112121,0.0,867316.0
0,Romania,1112121,0.0,415358.0
0,Romania,1112121,0.0,161735.0
0,Romania,1112121,0.0,931356.0
0,region.Romania@69e919f2,1112121,0.0,358378.0
0,Romania,1112121,0.0,916864.0
0,Romania,1112121,0.0,61097.0
0,Romania,1112121,0.0,938854.0
0,Romania,1112121,0.0,217164.0
0,region.Romania@69e919f2,1112121,0.0,592174.0
0,Romania,1112121,0.0,509137.0
0,Romania,1112121,0.0,854543.0
0,Romania,1112121,0.0,832211.0
0,region.Romania@69e919f2,1112121,0.0,665080.0
0,region.Romania@69e919f2,1112121,0.0,113775.0
0,Romania,1112121,0.0,457951.0
0,Romania,1112121,0.0,643409.0
0,region.Romania@69e919f2,1112121,0.0,153872.0
0,Romania,1112121,0.0,335322.0
0,region.Romania@69e919f2,1112121,0.0,97003.0
